full_text,casefolding,clean_text,tokenized,no_stopwords,stemmed,final_text
Hal itu ditegaskan Dadan saat memberikan arahan di acara Konsolidasi Nasional untuk Peningkatan Tata Kelola MBG di Wilayah Jawa Barat DKI Jakarta dan Banten di Sentul International Convention Center (SICC) Bogor Jawa Barat (13/10). https://t.co/TiuoXkkIeX,hal itu ditegaskan dadan saat memberikan arahan di acara konsolidasi nasional untuk peningkatan tata kelola mbg di wilayah jawa barat dki jakarta dan banten di sentul international convention center (sicc) bogor jawa barat (13/10). https://t.co/tiuoxkkiex,hal itu ditegaskan dadan saat memberikan arahan di acara konsolidasi nasional untuk peningkatan tata kelola mbg di wilayah jawa barat dki jakarta dan banten di sentul international convention center sicc bogor jawa barat,"['hal', 'itu', 'ditegaskan', 'dadan', 'saat', 'memberikan', 'arahan', 'di', 'acara', 'konsolidasi', 'nasional', 'untuk', 'peningkatan', 'tata', 'kelola', 'mbg', 'di', 'wilayah', 'jawa', 'barat', 'dki', 'jakarta', 'dan', 'banten', 'di', 'sentul', 'international', 'convention', 'center', 'sicc', 'bogor', 'jawa', 'barat']","['dadan', 'arahan', 'acara', 'konsolidasi', 'nasional', 'peningkatan', 'tata', 'kelola', 'mbg', 'wilayah', 'jawa', 'barat', 'dki', 'jakarta', 'banten', 'sentul', 'international', 'convention', 'center', 'sicc', 'bogor', 'jawa', 'barat']","['dad', 'arah', 'acara', 'konsolidasi', 'nasional', 'tingkat', 'tata', 'kelola', 'mbg', 'wilayah', 'jawa', 'barat', 'dki', 'jakarta', 'banten', 'sentul', 'international', 'convention', 'center', 'sicc', 'bogor', 'jawa', 'barat']",dad arah acara konsolidasi nasional tingkat tata kelola mbg wilayah jawa barat dki jakarta banten sentul international convention center sicc bogor jawa barat
@kompascom Mbg perlu dilanjutkan apa hanya menjadi beban negara? https://t.co/EoSbmsKBwi,@kompascom mbg perlu dilanjutkan apa hanya menjadi beban negara? https://t.co/eosbmskbwi,mbg perlu dilanjutkan apa hanya menjadi beban negara,"['mbg', 'perlu', 'dilanjutkan', 'apa', 'hanya', 'menjadi', 'beban', 'negara']","['mbg', 'dilanjutkan', 'beban', 'negara']","['mbg', 'lanjut', 'beban', 'negara']",mbg lanjut beban negara
Emak-emak dari Suara Ibu Indonesia melakukan aksi demonstrasi moratorium MBG di depan kantor BGN hari ini Rabu (15/10). Gimana hasilnya? https://t.co/l84QB3RbZV,emak-emak dari suara ibu indonesia melakukan aksi demonstrasi moratorium mbg di depan kantor bgn hari ini rabu (15/10). gimana hasilnya? https://t.co/l84qb3rbzv,emakemak dari suara ibu indonesia melakukan aksi demonstrasi moratorium mbg di depan kantor bgn hari ini rabu gimana hasilnya,"['emakemak', 'dari', 'suara', 'ibu', 'indonesia', 'melakukan', 'aksi', 'demonstrasi', 'moratorium', 'mbg', 'di', 'depan', 'kantor', 'bgn', 'hari', 'ini', 'rabu', 'gimana', 'hasilnya']","['emakemak', 'suara', 'indonesia', 'aksi', 'demonstrasi', 'moratorium', 'mbg', 'kantor', 'bgn', 'rabu', 'gimana', 'hasilnya']","['emakemak', 'suara', 'indonesia', 'aksi', 'demonstrasi', 'moratorium', 'mbg', 'kantor', 'bgn', 'rabu', 'gimana', 'hasil']",emakemak suara indonesia aksi demonstrasi moratorium mbg kantor bgn rabu gimana hasil
Video: Penjelasan BGN soal Kandungan Susu Segar MBG Cuma 30 Persen https://t.co/IRuXFeLYYf,video: penjelasan bgn soal kandungan susu segar mbg cuma 30 persen https://t.co/iruxfelyyf,video penjelasan bgn soal kandungan susu segar mbg cuma persen,"['video', 'penjelasan', 'bgn', 'soal', 'kandungan', 'susu', 'segar', 'mbg', 'cuma', 'persen']","['video', 'penjelasan', 'bgn', 'kandungan', 'susu', 'segar', 'mbg', 'persen']","['video', 'jelas', 'bgn', 'kandung', 'susu', 'segar', 'mbg', 'persen']",video jelas bgn kandung susu segar mbg persen
@kisnsea Berikan masukan ke tukang masak mbg,@kisnsea berikan masukan ke tukang masak mbg,berikan masukan ke tukang masak mbg,"['berikan', 'masukan', 'ke', 'tukang', 'masak', 'mbg']","['masukan', 'tukang', 'masak', 'mbg']","['masuk', 'tukang', 'masak', 'mbg']",masuk tukang masak mbg
@SudarsonoD58885 @liputan6dotcom Sekolah juga ngarepin MBG dan padahal ortunye bingung ansknye kagak bisa apa2 in syaa Allah sekolah ini blacklist Aamiiin,@sudarsonod58885 @liputan6dotcom sekolah juga ngarepin mbg dan padahal ortunye bingung ansknye kagak bisa apa2 in syaa allah sekolah ini blacklist aamiiin,sekolah juga ngarepin mbg dan padahal ortunye bingung ansknye kagak bisa apa in syaa allah sekolah ini blacklist aamiiin,"['sekolah', 'juga', 'ngarepin', 'mbg', 'dan', 'padahal', 'ortunye', 'bingung', 'ansknye', 'kagak', 'bisa', 'apa', 'in', 'syaa', 'allah', 'sekolah', 'ini', 'blacklist', 'aamiiin']","['sekolah', 'ngarepin', 'mbg', 'ortunye', 'bingung', 'ansknye', 'kagak', 'in', 'syaa', 'allah', 'sekolah', 'blacklist', 'aamiiin']","['sekolah', 'ngarepin', 'mbg', 'ortunye', 'bingung', 'ansknye', 'kagak', 'in', 'syaa', 'allah', 'sekolah', 'blacklist', 'aamiiin']",sekolah ngarepin mbg ortunye bingung ansknye kagak in syaa allah sekolah blacklist aamiiin
@Urrangawak Anak lo atau cucu lo keracunan MBG aja dulu... Terus besoknya lo kasih lagi tuh MBG!!! Blo'on di rumah aja jangan ngayap...,@urrangawak anak lo atau cucu lo keracunan mbg aja dulu... terus besoknya lo kasih lagi tuh mbg!!! blo'on di rumah aja jangan ngayap...,anak lo atau cucu lo keracunan mbg aja dulu terus besoknya lo kasih lagi tuh mbg bloon di rumah aja jangan ngayap,"['anak', 'lo', 'atau', 'cucu', 'lo', 'keracunan', 'mbg', 'aja', 'dulu', 'terus', 'besoknya', 'lo', 'kasih', 'lagi', 'tuh', 'mbg', 'bloon', 'di', 'rumah', 'aja', 'jangan', 'ngayap']","['anak', 'lo', 'cucu', 'lo', 'keracunan', 'mbg', 'aja', 'besoknya', 'lo', 'kasih', 'tuh', 'mbg', 'bloon', 'rumah', 'aja', 'ngayap']","['anak', 'lo', 'cucu', 'lo', 'racun', 'mbg', 'aja', 'besok', 'lo', 'kasih', 'tuh', 'mbg', 'bloon', 'rumah', 'aja', 'ngayap']",anak lo cucu lo racun mbg aja besok lo kasih tuh mbg bloon rumah aja ngayap
telur kau yg kami jadiin MBG ya,telur kau yg kami jadiin mbg ya,telur kau yg kami jadiin mbg ya,"['telur', 'kau', 'yg', 'kami', 'jadiin', 'mbg', 'ya']","['telur', 'kau', 'yg', 'jadiin', 'mbg', 'ya']","['telur', 'kau', 'yg', 'jadiin', 'mbg', 'ya']",telur kau yg jadiin mbg ya
@aimseytwo mbg yareu ayam rasa obat bjir https://t.co/qfEbEDE8GH,@aimseytwo mbg yareu ayam rasa obat bjir https://t.co/qfebede8gh,mbg yareu ayam rasa obat bjir,"['mbg', 'yareu', 'ayam', 'rasa', 'obat', 'bjir']","['mbg', 'yareu', 'ayam', 'obat', 'bjir']","['mbg', 'yareu', 'ayam', 'obat', 'bjir']",mbg yareu ayam obat bjir
Pola umum akun yg doxx itu buzzer bp taskin &amp; mbg. Orchestrated ini,pola umum akun yg doxx itu buzzer bp taskin &amp; mbg. orchestrated ini,pola umum akun yg doxx itu buzzer bp taskin amp mbg orchestrated ini,"['pola', 'umum', 'akun', 'yg', 'doxx', 'itu', 'buzzer', 'bp', 'taskin', 'amp', 'mbg', 'orchestrated', 'ini']","['pola', 'akun', 'yg', 'doxx', 'buzzer', 'bp', 'taskin', 'amp', 'mbg', 'orchestrated']","['pola', 'akun', 'yg', 'doxx', 'buzzer', 'bp', 'taskin', 'amp', 'mbg', 'orchestrated']",pola akun yg doxx buzzer bp taskin amp mbg orchestrated
@tempodotco Sebenernya nggak salah. Pak Pres tidak menyebutkan berapa banyaknya ayam dalam 1 porsi MBG. Kalau 1 iris daging ayam dan telur 10rb ya masuk akal ,@tempodotco sebenernya nggak salah. pak pres tidak menyebutkan berapa banyaknya ayam dalam 1 porsi mbg. kalau 1 iris daging ayam dan telur 10rb ya masuk akal ,sebenernya nggak salah pak pres tidak menyebutkan berapa banyaknya ayam dalam porsi mbg kalau iris daging ayam dan telur rb ya masuk akal,"['sebenernya', 'nggak', 'salah', 'pak', 'pres', 'tidak', 'menyebutkan', 'berapa', 'banyaknya', 'ayam', 'dalam', 'porsi', 'mbg', 'kalau', 'iris', 'daging', 'ayam', 'dan', 'telur', 'rb', 'ya', 'masuk', 'akal']","['sebenernya', 'nggak', 'salah', 'pres', 'banyaknya', 'ayam', 'porsi', 'mbg', 'iris', 'daging', 'ayam', 'telur', 'rb', 'ya', 'masuk', 'akal']","['sebenernya', 'nggak', 'salah', 'pres', 'banyak', 'ayam', 'porsi', 'mbg', 'iris', 'daging', 'ayam', 'telur', 'rb', 'ya', 'masuk', 'akal']",sebenernya nggak salah pres banyak ayam porsi mbg iris daging ayam telur rb ya masuk akal
@urhaminie nasi goreng nya bekas mbg sd di tangsel ya ka,@urhaminie nasi goreng nya bekas mbg sd di tangsel ya ka,nasi goreng nya bekas mbg sd di tangsel ya ka,"['nasi', 'goreng', 'nya', 'bekas', 'mbg', 'sd', 'di', 'tangsel', 'ya', 'ka']","['nasi', 'goreng', 'nya', 'bekas', 'mbg', 'sd', 'tangsel', 'ya', 'ka']","['nasi', 'goreng', 'nya', 'bekas', 'mbg', 'sd', 'tangsel', 'ya', 'ka']",nasi goreng nya bekas mbg sd tangsel ya ka
@bttrflyflr mbg di sekolahku dihentiin,@bttrflyflr mbg di sekolahku dihentiin,mbg di sekolahku dihentiin,"['mbg', 'di', 'sekolahku', 'dihentiin']","['mbg', 'sekolahku', 'dihentiin']","['mbg', 'sekolah', 'dihentiin']",mbg sekolah dihentiin
@keonhoce @congortis @520MARTIN @juhoonuun @abcortis818 @seanasenas @jamesindosat @ahngkeonho @cooshne @eomtis @homieejamezz @hyjuhoon @icemixedup @laviminnn @keonhomagic ELU SIX SO ASIX SISIX IKAN SAPU SAPU MBG BERACUN #AdekCortis #CORTIS #코르티스 #AdekCortis #CORTIS #코르티스 #AdekCortis #CORTIS #코르티스 #AdekCortis #CORTIS #코르티스 #AdekCortis #CORTIS #코르티스 #AdekCortis #CORTIS #코르티스 #AdekCortis #CORTIS #코르티스,@keonhoce @congortis @520martin @juhoonuun @abcortis818 @seanasenas @jamesindosat @ahngkeonho @cooshne @eomtis @homieejamezz @hyjuhoon @icemixedup @laviminnn @keonhomagic elu six so asix sisix ikan sapu sapu mbg beracun #adekcortis #cortis #코르티스 #adekcortis #cortis #코르티스 #adekcortis #cortis #코르티스 #adekcortis #cortis #코르티스 #adekcortis #cortis #코르티스 #adekcortis #cortis #코르티스 #adekcortis #cortis #코르티스,elu six so asix sisix ikan sapu sapu mbg beracun,"['elu', 'six', 'so', 'asix', 'sisix', 'ikan', 'sapu', 'sapu', 'mbg', 'beracun']","['elu', 'six', 'so', 'asix', 'sisix', 'ikan', 'sapu', 'sapu', 'mbg', 'beracun']","['elu', 'six', 'so', 'asix', 'sisix', 'ikan', 'sapu', 'sapu', 'mbg', 'racun']",elu six so asix sisix ikan sapu sapu mbg racun
Bukti MBG nggak menarik buat siswa yang dikonsumsi susunya aja. https://t.co/6tufMKPqys,bukti mbg nggak menarik buat siswa yang dikonsumsi susunya aja. https://t.co/6tufmkpqys,bukti mbg nggak menarik buat siswa yang dikonsumsi susunya aja,"['bukti', 'mbg', 'nggak', 'menarik', 'buat', 'siswa', 'yang', 'dikonsumsi', 'susunya', 'aja']","['bukti', 'mbg', 'nggak', 'menarik', 'siswa', 'dikonsumsi', 'susunya', 'aja']","['bukti', 'mbg', 'nggak', 'tarik', 'siswa', 'konsumsi', 'susu', 'aja']",bukti mbg nggak tarik siswa konsumsi susu aja
@kompascom Tolong Hentikan MBG !!! 1.Harga kebutuhan pokok sudah mahal bagi usahawan maupun rumah tangga susah. Belum lagi mendekati bulan2 krusial natal tahun baru next puasa n lebaran. Mau diharga berapa. 2. Sudah banyak korban Keracunan. 3. Guru2 skrg byk waktu terbuang ngurus makan,@kompascom tolong hentikan mbg !!! 1.harga kebutuhan pokok sudah mahal bagi usahawan maupun rumah tangga susah. belum lagi mendekati bulan2 krusial natal tahun baru next puasa n lebaran. mau diharga berapa. 2. sudah banyak korban keracunan. 3. guru2 skrg byk waktu terbuang ngurus makan,tolong hentikan mbg harga kebutuhan pokok sudah mahal bagi usahawan maupun rumah tangga susah belum lagi mendekati bulan krusial natal tahun baru next puasa n lebaran mau diharga berapa sudah banyak korban keracunan guru skrg byk waktu terbuang ngurus makan,"['tolong', 'hentikan', 'mbg', 'harga', 'kebutuhan', 'pokok', 'sudah', 'mahal', 'bagi', 'usahawan', 'maupun', 'rumah', 'tangga', 'susah', 'belum', 'lagi', 'mendekati', 'bulan', 'krusial', 'natal', 'tahun', 'baru', 'next', 'puasa', 'n', 'lebaran', 'mau', 'diharga', 'berapa', 'sudah', 'banyak', 'korban', 'keracunan', 'guru', 'skrg', 'byk', 'waktu', 'terbuang', 'ngurus', 'makan']","['tolong', 'hentikan', 'mbg', 'harga', 'kebutuhan', 'pokok', 'mahal', 'usahawan', 'rumah', 'tangga', 'susah', 'mendekati', 'krusial', 'natal', 'next', 'puasa', 'n', 'lebaran', 'diharga', 'korban', 'keracunan', 'guru', 'skrg', 'byk', 'terbuang', 'ngurus', 'makan']","['tolong', 'henti', 'mbg', 'harga', 'butuh', 'pokok', 'mahal', 'usahawan', 'rumah', 'tangga', 'susah', 'dekat', 'krusial', 'natal', 'next', 'puasa', 'n', 'lebaran', 'harga', 'korban', 'racun', 'guru', 'skrg', 'byk', 'buang', 'ngurus', 'makan']",tolong henti mbg harga butuh pokok mahal usahawan rumah tangga susah dekat krusial natal next puasa n lebaran harga korban racun guru skrg byk buang ngurus makan
@DPR_RI pernah membahas soal kantin sekolah yg akan dikenakan pajak. Kasus itu menimbulkan keributan salah satu cara biar #RakyatKecil mati #Program ini yg terlihat berguna tp sebetulnya pemilik dapur #MBG rata² #AnggotaDewan,@dpr_ri pernah membahas soal kantin sekolah yg akan dikenakan pajak. kasus itu menimbulkan keributan salah satu cara biar #rakyatkecil mati #program ini yg terlihat berguna tp sebetulnya pemilik dapur #mbg rata² #anggotadewan,pernah membahas soal kantin sekolah yg akan dikenakan pajak kasus itu menimbulkan keributan salah satu cara biar mati ini yg terlihat berguna tp sebetulnya pemilik dapur rata,"['pernah', 'membahas', 'soal', 'kantin', 'sekolah', 'yg', 'akan', 'dikenakan', 'pajak', 'kasus', 'itu', 'menimbulkan', 'keributan', 'salah', 'satu', 'cara', 'biar', 'mati', 'ini', 'yg', 'terlihat', 'berguna', 'tp', 'sebetulnya', 'pemilik', 'dapur', 'rata']","['membahas', 'kantin', 'sekolah', 'yg', 'dikenakan', 'pajak', 'menimbulkan', 'keributan', 'salah', 'biar', 'mati', 'yg', 'berguna', 'tp', 'pemilik', 'dapur']","['bahas', 'kantin', 'sekolah', 'yg', 'kena', 'pajak', 'timbul', 'ribut', 'salah', 'biar', 'mati', 'yg', 'guna', 'tp', 'milik', 'dapur']",bahas kantin sekolah yg kena pajak timbul ribut salah biar mati yg guna tp milik dapur
Makanan kucingnya aja jauh lebih mahal dari MBG ,makanan kucingnya aja jauh lebih mahal dari mbg ,makanan kucingnya aja jauh lebih mahal dari mbg,"['makanan', 'kucingnya', 'aja', 'jauh', 'lebih', 'mahal', 'dari', 'mbg']","['makanan', 'kucingnya', 'aja', 'mahal', 'mbg']","['makan', 'kucing', 'aja', 'mahal', 'mbg']",makan kucing aja mahal mbg
@rseocita Gak ada kata gagal buat upgrade MBG tiru cara Prabowo,@rseocita gak ada kata gagal buat upgrade mbg tiru cara prabowo,gak ada kata gagal buat upgrade mbg tiru cara prabowo,"['gak', 'ada', 'kata', 'gagal', 'buat', 'upgrade', 'mbg', 'tiru', 'cara', 'prabowo']","['gak', 'gagal', 'upgrade', 'mbg', 'tiru', 'prabowo']","['gak', 'gagal', 'upgrade', 'mbg', 'tiru', 'prabowo']",gak gagal upgrade mbg tiru prabowo
@BaseBDG aku mah taunya MBG teh Makanan Beracun Gratis,@basebdg aku mah taunya mbg teh makanan beracun gratis,aku mah taunya mbg teh makanan beracun gratis,"['aku', 'mah', 'taunya', 'mbg', 'teh', 'makanan', 'beracun', 'gratis']","['mah', 'taunya', 'mbg', 'teh', 'makanan', 'beracun', 'gratis']","['mah', 'tau', 'mbg', 'teh', 'makan', 'racun', 'gratis']",mah tau mbg teh makan racun gratis
@Yowesfine mbg approved,@yowesfine mbg approved,mbg approved,"['mbg', 'approved']","['mbg', 'approved']","['mbg', 'approved']",mbg approved
@aniblogsan52394 Ini udah termasuk curang emang dapuran MBG ini,@aniblogsan52394 ini udah termasuk curang emang dapuran mbg ini,ini udah termasuk curang emang dapuran mbg ini,"['ini', 'udah', 'termasuk', 'curang', 'emang', 'dapuran', 'mbg', 'ini']","['udah', 'curang', 'emang', 'dapuran', 'mbg']","['udah', 'curang', 'emang', 'dapur', 'mbg']",udah curang emang dapur mbg
Apakah MBG masih bermanfaat apa hanya menjadi beban negara? https://t.co/6g77dxhpv5 https://t.co/SBZVUoXYKr,apakah mbg masih bermanfaat apa hanya menjadi beban negara? https://t.co/6g77dxhpv5 https://t.co/sbzvuoxykr,apakah mbg masih bermanfaat apa hanya menjadi beban negara,"['apakah', 'mbg', 'masih', 'bermanfaat', 'apa', 'hanya', 'menjadi', 'beban', 'negara']","['mbg', 'bermanfaat', 'beban', 'negara']","['mbg', 'manfaat', 'beban', 'negara']",mbg manfaat beban negara
eh gila bahkan gw lupa kalo kouta belajar gratis is a thing eh wo drpd mbg mending kuota gratis.. atau kayak program ganjar kayaknya ya.. yang bakal nyedian wifi gratis itu huft️,eh gila bahkan gw lupa kalo kouta belajar gratis is a thing eh wo drpd mbg mending kuota gratis.. atau kayak program ganjar kayaknya ya.. yang bakal nyedian wifi gratis itu huft️,eh gila bahkan gw lupa kalo kouta belajar gratis is a thing eh wo drpd mbg mending kuota gratis atau kayak program ganjar kayaknya ya yang bakal nyedian wifi gratis itu huft,"['eh', 'gila', 'bahkan', 'gw', 'lupa', 'kalo', 'kouta', 'belajar', 'gratis', 'is', 'a', 'thing', 'eh', 'wo', 'drpd', 'mbg', 'mending', 'kuota', 'gratis', 'atau', 'kayak', 'program', 'ganjar', 'kayaknya', 'ya', 'yang', 'bakal', 'nyedian', 'wifi', 'gratis', 'itu', 'huft']","['eh', 'gila', 'gw', 'lupa', 'kalo', 'kouta', 'belajar', 'gratis', 'is', 'a', 'thing', 'eh', 'wo', 'drpd', 'mbg', 'mending', 'kuota', 'gratis', 'kayak', 'program', 'ganjar', 'kayaknya', 'ya', 'nyedian', 'wifi', 'gratis', 'huft']","['eh', 'gila', 'gw', 'lupa', 'kalo', 'kouta', 'ajar', 'gratis', 'is', 'a', 'thing', 'eh', 'wo', 'drpd', 'mbg', 'mending', 'kuota', 'gratis', 'kayak', 'program', 'ganjar', 'kayak', 'ya', 'nyedian', 'wifi', 'gratis', 'huft']",eh gila gw lupa kalo kouta ajar gratis is a thing eh wo drpd mbg mending kuota gratis kayak program ganjar kayak ya nyedian wifi gratis huft
@ucokmainex biasanya harga naik ini dalam hitungan 1 bulan maksimal udah berkurang ini dari september yang ada makin naik. ya gak masuk akal sih..cuaca emang gak baik jadinya banyak gagal panentapi saya rasa diperparah dengan komoditi dibeli dulu sama orang dapur mbg,@ucokmainex biasanya harga naik ini dalam hitungan 1 bulan maksimal udah berkurang ini dari september yang ada makin naik. ya gak masuk akal sih..cuaca emang gak baik jadinya banyak gagal panentapi saya rasa diperparah dengan komoditi dibeli dulu sama orang dapur mbg,biasanya harga naik ini dalam hitungan bulan maksimal udah berkurang ini dari september yang ada makin naik ya gak masuk akal sihcuaca emang gak baik jadinya banyak gagal panentapi saya rasa diperparah dengan komoditi dibeli dulu sama orang dapur mbg,"['biasanya', 'harga', 'naik', 'ini', 'dalam', 'hitungan', 'bulan', 'maksimal', 'udah', 'berkurang', 'ini', 'dari', 'september', 'yang', 'ada', 'makin', 'naik', 'ya', 'gak', 'masuk', 'akal', 'sihcuaca', 'emang', 'gak', 'baik', 'jadinya', 'banyak', 'gagal', 'panentapi', 'saya', 'rasa', 'diperparah', 'dengan', 'komoditi', 'dibeli', 'dulu', 'sama', 'orang', 'dapur', 'mbg']","['harga', 'hitungan', 'maksimal', 'udah', 'berkurang', 'september', 'ya', 'gak', 'masuk', 'akal', 'sihcuaca', 'emang', 'gak', 'gagal', 'panentapi', 'diperparah', 'komoditi', 'dibeli', 'orang', 'dapur', 'mbg']","['harga', 'hitung', 'maksimal', 'udah', 'kurang', 'september', 'ya', 'gak', 'masuk', 'akal', 'sihcuaca', 'emang', 'gak', 'gagal', 'panentapi', 'parah', 'komoditi', 'beli', 'orang', 'dapur', 'mbg']",harga hitung maksimal udah kurang september ya gak masuk akal sihcuaca emang gak gagal panentapi parah komoditi beli orang dapur mbg
Sekolah belio gk dapet mbg lho dilarang masuk katanya sedangkan sekolah swasta yg lain sampe bawa aparat biar bisa masuk,sekolah belio gk dapet mbg lho dilarang masuk katanya sedangkan sekolah swasta yg lain sampe bawa aparat biar bisa masuk,sekolah belio gk dapet mbg lho dilarang masuk katanya sedangkan sekolah swasta yg lain sampe bawa aparat biar bisa masuk,"['sekolah', 'belio', 'gk', 'dapet', 'mbg', 'lho', 'dilarang', 'masuk', 'katanya', 'sedangkan', 'sekolah', 'swasta', 'yg', 'lain', 'sampe', 'bawa', 'aparat', 'biar', 'bisa', 'masuk']","['sekolah', 'belio', 'gk', 'dapet', 'mbg', 'lho', 'dilarang', 'masuk', 'sekolah', 'swasta', 'yg', 'sampe', 'bawa', 'aparat', 'biar', 'masuk']","['sekolah', 'belio', 'gk', 'dapet', 'mbg', 'lho', 'larang', 'masuk', 'sekolah', 'swasta', 'yg', 'sampe', 'bawa', 'aparat', 'biar', 'masuk']",sekolah belio gk dapet mbg lho larang masuk sekolah swasta yg sampe bawa aparat biar masuk
mending duit lu dipake buat patungan MBG dah biar ga ngabisin anggaran negara,mending duit lu dipake buat patungan mbg dah biar ga ngabisin anggaran negara,mending duit lu dipake buat patungan mbg dah biar ga ngabisin anggaran negara,"['mending', 'duit', 'lu', 'dipake', 'buat', 'patungan', 'mbg', 'dah', 'biar', 'ga', 'ngabisin', 'anggaran', 'negara']","['mending', 'duit', 'lu', 'dipake', 'patungan', 'mbg', 'dah', 'biar', 'ga', 'ngabisin', 'anggaran', 'negara']","['mending', 'duit', 'lu', 'dipake', 'patungan', 'mbg', 'dah', 'biar', 'ga', 'ngabisin', 'anggar', 'negara']",mending duit lu dipake patungan mbg dah biar ga ngabisin anggar negara
@HumorJonTampan @NarasiNewsroom Di sini keracunan MBG di anggap wajar dan tololnya lagi masih sempat nyalahin para siswa. https://t.co/3yXBDfGUXj,@humorjontampan @narasinewsroom di sini keracunan mbg di anggap wajar dan tololnya lagi masih sempat nyalahin para siswa. https://t.co/3yxbdfguxj,di sini keracunan mbg di anggap wajar dan tololnya lagi masih sempat nyalahin para siswa,"['di', 'sini', 'keracunan', 'mbg', 'di', 'anggap', 'wajar', 'dan', 'tololnya', 'lagi', 'masih', 'sempat', 'nyalahin', 'para', 'siswa']","['keracunan', 'mbg', 'anggap', 'wajar', 'tololnya', 'nyalahin', 'siswa']","['racun', 'mbg', 'anggap', 'wajar', 'tolol', 'nyalahin', 'siswa']",racun mbg anggap wajar tolol nyalahin siswa
